path	filename	ext	date_in_name	has_frontmatter	incoming_links	size_bytes	mtime	parent_folder
Resources/personal-documents/61bff7fd5ae7a4187e8906d6d1c12858f9db18.md	61bff7fd5ae7a4187e8906d6d1c12858f9db18.md	md		Y	0	762	2026-05-14	Resources/personal-documents
Resources/personal-documents/63c26b53815d66a72184a730d81aa6325a1862.md	63c26b53815d66a72184a730d81aa6325a1862.md	md		Y	0	685	2026-05-14	Resources/personal-documents
Resources/personal-documents/63ddb78b6397650261f89debccc3fe53d0830a.md	63ddb78b6397650261f89debccc3fe53d0830a.md	md		Y	0	472	2026-05-14	Resources/personal-documents
Resources/personal-documents/64ff5c74fcef0f8bf9c1aa3baf1438ccb7eb06.md	64ff5c74fcef0f8bf9c1aa3baf1438ccb7eb06.md	md		Y	0	1645	2026-05-14	Resources/personal-documents
Resources/personal-documents/67300f66cbcc82a62b448944dcd6f26bf4c831.md	67300f66cbcc82a62b448944dcd6f26bf4c831.md	md		Y	0	1131	2026-05-14	Resources/personal-documents
Resources/personal-documents/6a7dcd3ef1696612d22bd978cb1b12c4ce35dd.md	6a7dcd3ef1696612d22bd978cb1b12c4ce35dd.md	md		Y	0	763	2026-05-14	Resources/personal-documents
Resources/personal-documents/7120ae32037ba68103e23ae76bde8305e78081.md	7120ae32037ba68103e23ae76bde8305e78081.md	md		Y	0	710	2026-05-14	Resources/personal-documents
Resources/personal-documents/7142e0c683bd84fd2416cd011598ab4d694115.md	7142e0c683bd84fd2416cd011598ab4d694115.md	md		Y	0	703	2026-05-14	Resources/personal-documents
Resources/personal-documents/7179d14a2588b83fc2f1e12a8d056e65e341e0.md	7179d14a2588b83fc2f1e12a8d056e65e341e0.md	md		Y	0	617	2026-05-14	Resources/personal-documents
Resources/personal-documents/73a2f840e023aaec5d0e8809d6111d90df0cba.md	73a2f840e023aaec5d0e8809d6111d90df0cba.md	md		Y	0	1800	2026-05-14	Resources/personal-documents
Resources/personal-documents/74604626724056a8720993f8ebc1508a15811a.md	74604626724056a8720993f8ebc1508a15811a.md	md		Y	0	841	2026-05-14	Resources/personal-documents
Resources/personal-documents/7706cc2e031f21f01104fa978beeb3b589e8c6.md	7706cc2e031f21f01104fa978beeb3b589e8c6.md	md		Y	0	627	2026-05-14	Resources/personal-documents
Resources/personal-documents/7915025ce58fb71724df84125e7fdb69e4b2f8.md	7915025ce58fb71724df84125e7fdb69e4b2f8.md	md		Y	0	649	2026-05-14	Resources/personal-documents
Resources/personal-documents/7c450016ba5c5534c47091d6d7d458e965abf0.md	7c450016ba5c5534c47091d6d7d458e965abf0.md	md		Y	0	706	2026-05-14	Resources/personal-documents
Resources/personal-documents/7eb758bd3594cfcc2848cbdd7857ae1e12b234.md	7eb758bd3594cfcc2848cbdd7857ae1e12b234.md	md		Y	0	654	2026-05-14	Resources/personal-documents
Resources/personal-documents/83709c67c56d69eaef2b7bbf443dc927847286.md	83709c67c56d69eaef2b7bbf443dc927847286.md	md		Y	0	1242	2026-05-14	Resources/personal-documents
Resources/personal-documents/87e92a3cee4493c573bd82dd149d70ba8e17ef.md	87e92a3cee4493c573bd82dd149d70ba8e17ef.md	md		Y	0	674	2026-05-14	Resources/personal-documents
Resources/personal-documents/8a7f3d5c1ce57d43c79d1ec2dee11975d9c638.md	8a7f3d5c1ce57d43c79d1ec2dee11975d9c638.md	md		Y	0	705	2026-05-14	Resources/personal-documents
Resources/personal-documents/8b68f1a0b1702688c5815ca6736d69a81883f4.md	8b68f1a0b1702688c5815ca6736d69a81883f4.md	md		Y	0	628	2026-05-14	Resources/personal-documents
Resources/personal-documents/8c9d3f02ffe624a12871c4ee059304f69e4a4e.md	8c9d3f02ffe624a12871c4ee059304f69e4a4e.md	md		Y	0	698	2026-05-14	Resources/personal-documents
Resources/personal-documents/8d9121454248c11fa58c2575c2240791953e84.md	8d9121454248c11fa58c2575c2240791953e84.md	md		Y	0	2101	2026-05-14	Resources/personal-documents
Resources/personal-documents/8e27526cb0ef0fa033477872b0ca7ad7a85dd4.md	8e27526cb0ef0fa033477872b0ca7ad7a85dd4.md	md		Y	0	625	2026-05-14	Resources/personal-documents
Resources/personal-documents/9814c7a7cf18c3a6e99470dd53a1861e0511e8.md	9814c7a7cf18c3a6e99470dd53a1861e0511e8.md	md		Y	0	715	2026-05-14	Resources/personal-documents
Resources/personal-documents/a1e5847a664d26dcfa99cd1c8e1a49016e36fc.md	a1e5847a664d26dcfa99cd1c8e1a49016e36fc.md	md		Y	0	687	2026-05-14	Resources/personal-documents
Resources/personal-documents/a3af6b7b904438103e204ddb7c8e174cb92fe3.md	a3af6b7b904438103e204ddb7c8e174cb92fe3.md	md		Y	0	655	2026-05-14	Resources/personal-documents
Resources/personal-documents/a3eb9804bb8ea146f9f72d430d1b47f4a9eacc.md	a3eb9804bb8ea146f9f72d430d1b47f4a9eacc.md	md		Y	0	684	2026-05-14	Resources/personal-documents
Resources/personal-documents/ad034ce77be0978d4a088e4d1d58585e7010ec.md	ad034ce77be0978d4a088e4d1d58585e7010ec.md	md		Y	0	612	2026-05-14	Resources/personal-documents
Resources/personal-documents/ad5320c054597db16f935455615402b18e9f2f.md	ad5320c054597db16f935455615402b18e9f2f.md	md		Y	0	640	2026-05-14	Resources/personal-documents
Resources/personal-documents/aeb75bee141dcd3a8984267e207f513a7d1dcf.md	aeb75bee141dcd3a8984267e207f513a7d1dcf.md	md		Y	0	654	2026-05-14	Resources/personal-documents
Resources/personal-documents/afb448d5516a727c30e294d3c8201f8829d3f3.md	afb448d5516a727c30e294d3c8201f8829d3f3.md	md		Y	0	979	2026-05-14	Resources/personal-documents
Resources/personal-documents/agitated-tharp-edcf5e.md	agitated-tharp-edcf5e.md	md		Y	0	688	2026-05-14	Resources/personal-documents
Resources/personal-documents/applypatch-msg.md	applypatch-msg.md	md		Y	0	769	2026-05-14	Resources/personal-documents
Resources/personal-documents/b05d7365d434c9ed1b4e4538a38a077eac1ec7.md	b05d7365d434c9ed1b4e4538a38a077eac1ec7.md	md		Y	0	5327	2026-05-14	Resources/personal-documents
Resources/personal-documents/b06565719615f2ee969f5cb30a721dc492717d.md	b06565719615f2ee969f5cb30a721dc492717d.md	md		Y	0	1010	2026-05-14	Resources/personal-documents
Resources/personal-documents/b3474b6dd2581eeeb5e9386d76b9d27d0a665a.md	b3474b6dd2581eeeb5e9386d76b9d27d0a665a.md	md		Y	0	14604	2026-05-14	Resources/personal-documents
Resources/personal-documents/b9f7d3065ca57413c9c774d7f6971e3c9c5ee3.md	b9f7d3065ca57413c9c774d7f6971e3c9c5ee3.md	md		Y	0	1196	2026-05-14	Resources/personal-documents
Resources/personal-documents/bc348ce52b7165f388d52f36546c77528be58a.md	bc348ce52b7165f388d52f36546c77528be58a.md	md		Y	0	1061	2026-05-14	Resources/personal-documents
Resources/personal-documents/bcabf6da113ea235807d2a092e37873a6a59f5.md	bcabf6da113ea235807d2a092e37873a6a59f5.md	md		Y	0	660	2026-05-14	Resources/personal-documents
Resources/personal-documents/berta--hospita-contract.md	berta--hospita-contract.md	md		Y	0	301	2026-05-14	Resources/personal-documents
Resources/personal-documents/broker-cash-and-holdings-price.md	broker-cash-and-holdings-price.md	md		Y	0	1244	2026-05-14	Resources/personal-documents
Resources/personal-documents/c13ca50d6a5d39bf8a7fdbc66d4f034c827560.md	c13ca50d6a5d39bf8a7fdbc66d4f034c827560.md	md		Y	0	633	2026-05-14	Resources/personal-documents
Resources/personal-documents/c2363a4b5b716cc920085a5f9fc90d988a4b2d.md	c2363a4b5b716cc920085a5f9fc90d988a4b2d.md	md		Y	0	555	2026-05-14	Resources/personal-documents
Resources/personal-documents/c36b9a5223b55162bb8bc7ff56fda8fa6c21d1.md	c36b9a5223b55162bb8bc7ff56fda8fa6c21d1.md	md		Y	0	1182	2026-05-14	Resources/personal-documents
Resources/personal-documents/c5e0b11b1e9a2eb99815f724eec6c724f00b56.md	c5e0b11b1e9a2eb99815f724eec6c724f00b56.md	md		Y	0	439	2026-05-14	Resources/personal-documents
Resources/personal-documents/c6c03491125312051f900035b5bbfe6215abfc.md	c6c03491125312051f900035b5bbfe6215abfc.md	md		Y	0	941	2026-05-14	Resources/personal-documents
Resources/personal-documents/c890a08eecfd26bd9fb3833939888b92d9fc66.md	c890a08eecfd26bd9fb3833939888b92d9fc66.md	md		Y	0	2315	2026-05-14	Resources/personal-documents
Resources/personal-documents/cb1034bf335e7371417fd4ce8e526b4cafd0c9.md	cb1034bf335e7371417fd4ce8e526b4cafd0c9.md	md		Y	0	983	2026-05-14	Resources/personal-documents
Resources/personal-documents/cc1c9e4b8d5d3782d19a96c5025ec4ecd8ec3e.md	cc1c9e4b8d5d3782d19a96c5025ec4ecd8ec3e.md	md		Y	0	711	2026-05-14	Resources/personal-documents
Resources/personal-documents/cd881373efcc9adbb031a8c3283c61a5a1832a.md	cd881373efcc9adbb031a8c3283c61a5a1832a.md	md		Y	0	620	2026-05-14	Resources/personal-documents
Resources/personal-documents/cf07310344024c9053d41cf358639e39791dca.md	cf07310344024c9053d41cf358639e39791dca.md	md		Y	0	682	2026-05-14	Resources/personal-documents
Resources/personal-documents/charming-wu-2d8266.md	charming-wu-2d8266.md	md		Y	0	651	2026-05-14	Resources/personal-documents
Resources/personal-documents/commit-editmsg.md	commit-editmsg.md	md		Y	0	593	2026-05-14	Resources/personal-documents
Resources/personal-documents/commit-msg.md	commit-msg.md	md		Y	0	1188	2026-05-14	Resources/personal-documents
Resources/personal-documents/config.md	config.md	md		Y	3	1712	2026-05-14	Resources/personal-documents
Resources/personal-documents/d0431a93f6feb539e881eccbdb7de751655960.md	d0431a93f6feb539e881eccbdb7de751655960.md	md		Y	0	731	2026-05-14	Resources/personal-documents
Resources/personal-documents/d500b032a6ab839f0c0f0d4b8d577c57e66bba.md	d500b032a6ab839f0c0f0d4b8d577c57e66bba.md	md		Y	0	628	2026-05-14	Resources/personal-documents
Resources/personal-documents/de4f6711039c8ef9580467a9bfb1739faec9a4.md	de4f6711039c8ef9580467a9bfb1739faec9a4.md	md		Y	0	678	2026-05-14	Resources/personal-documents
Resources/personal-documents/description.md	description.md	md		Y	0	321	2026-05-14	Resources/personal-documents
Resources/personal-documents/doorlopende-machtiging-sepa.md	doorlopende-machtiging-sepa.md	md		Y	0	258	2026-05-14	Resources/personal-documents
Resources/personal-documents/e06019cbc3a1a2de663e745bf3376dd9c43edb.md	e06019cbc3a1a2de663e745bf3376dd9c43edb.md	md		Y	0	801	2026-05-14	Resources/personal-documents
Resources/personal-documents/e3814311f049cbfd0b714aadbd16cc932a6e7d.md	e3814311f049cbfd0b714aadbd16cc932a6e7d.md	md		Y	0	670	2026-05-14	Resources/personal-documents
Resources/personal-documents/e387dda58f4c25d39aa927bd392a6e392ab7ad.md	e387dda58f4c25d39aa927bd392a6e392ab7ad.md	md		Y	0	635	2026-05-14	Resources/personal-documents
Resources/personal-documents/e6580e2b447322d14fdab9a98333607786bb0e.md	e6580e2b447322d14fdab9a98333607786bb0e.md	md		Y	0	1523	2026-05-14	Resources/personal-documents
Resources/personal-documents/e90b29a66fdeaa3a59fb97cd33f9c8c3649097.md	e90b29a66fdeaa3a59fb97cd33f9c8c3649097.md	md		Y	0	754	2026-05-14	Resources/personal-documents
Resources/personal-documents/eb4c7541edecf82ae4f03bb93f50ccad4d45e6.md	eb4c7541edecf82ae4f03bb93f50ccad4d45e6.md	md		Y	0	1212	2026-05-14	Resources/personal-documents
Resources/personal-documents/ecb5b91594465c40f2c0fab42834364f04465a.md	ecb5b91594465c40f2c0fab42834364f04465a.md	md		Y	0	705	2026-05-14	Resources/personal-documents
Resources/personal-documents/emile--hospita-contract.md	emile--hospita-contract.md	md		Y	0	300	2026-05-14	Resources/personal-documents
Resources/personal-documents/exclude.md	exclude.md	md		Y	0	490	2026-05-14	Resources/personal-documents
Resources/personal-documents/f01bc2eab97165205065bcac46a40091905514.md	f01bc2eab97165205065bcac46a40091905514.md	md		Y	0	842	2026-05-14	Resources/personal-documents
Resources/personal-documents/f1dc950ebfae770d090e9599c640fe85cc8f76.md	f1dc950ebfae770d090e9599c640fe85cc8f76.md	md		Y	0	643	2026-05-14	Resources/personal-documents
Resources/personal-documents/f3051191ce1eafccdd0f7ffe11c4a7f260b81e.md	f3051191ce1eafccdd0f7ffe11c4a7f260b81e.md	md		Y	0	645	2026-05-14	Resources/personal-documents
Resources/personal-documents/f6088f20120ff57581f6cd1a28ae38692034ad.md	f6088f20120ff57581f6cd1a28ae38692034ad.md	md		Y	0	710	2026-05-14	Resources/personal-documents
Resources/personal-documents/fccb5098cb3ba7652a3d826f15e33c0b06160b.md	fccb5098cb3ba7652a3d826f15e33c0b06160b.md	md		Y	0	684	2026-05-14	Resources/personal-documents
Resources/personal-documents/fcd677faea268a1b6e450a78d81e720021c78f.md	fcd677faea268a1b6e450a78d81e720021c78f.md	md		Y	0	2036	2026-05-14	Resources/personal-documents
Resources/personal-documents/fe96c79a34b31ca7ed8e0fd56740bc4312fa61.md	fe96c79a34b31ca7ed8e0fd56740bc4312fa61.md	md		Y	0	7897	2026-05-14	Resources/personal-documents
Resources/personal-documents/fetch-head.md	fetch-head.md	md		Y	0	369	2026-05-14	Resources/personal-documents
Resources/personal-documents/fix-upload-broker-cash.md	fix-upload-broker-cash.md	md		Y	0	447	2026-05-14	Resources/personal-documents
Resources/personal-documents/fsmonitor-watchman.md	fsmonitor-watchman.md	md		Y	0	5184	2026-05-14	Resources/personal-documents
Resources/personal-documents/gifted-edison-fddf8f.md	gifted-edison-fddf8f.md	md		Y	0	667	2026-05-14	Resources/personal-documents
Resources/personal-documents/head.md	head.md	md		Y	0	396	2026-05-14	Resources/personal-documents
Resources/personal-documents/interesting-einstein-864f2a.md	interesting-einstein-864f2a.md	md		Y	0	677	2026-05-14	Resources/personal-documents
Resources/personal-documents/keep-design-system.md	keep-design-system.md	md		Y	0	1044	2026-05-14	Resources/personal-documents
Resources/personal-documents/magical-yalow-680367.md	magical-yalow-680367.md	md		Y	0	674	2026-05-14	Resources/personal-documents
Resources/personal-documents/main.md	main.md	md		Y	0	7373	2026-05-14	Resources/personal-documents
Resources/personal-documents/marieke--hospita-huurcontract.md	marieke--hospita-huurcontract.md	md		Y	0	312	2026-05-14	Resources/personal-documents
Resources/personal-documents/naam-plaatje.md	naam-plaatje.md	md		Y	0	228	2026-05-14	Resources/personal-documents
Resources/personal-documents/opencode.md	opencode.md	md		Y	0	281	2026-05-14	Resources/personal-documents
Resources/personal-documents/orig-head.md	orig-head.md	md		Y	0	285	2026-05-14	Resources/personal-documents
Resources/personal-documents/pep--thomas-wielinga.md	pep--thomas-wielinga.md	md		Y	0	259	2026-05-14	Resources/personal-documents
Resources/personal-documents/post-update.md	post-update.md	md		Y	0	467	2026-05-14	Resources/personal-documents
Resources/personal-documents/pre-applypatch.md	pre-applypatch.md	md		Y	0	714	2026-05-14	Resources/personal-documents
Resources/personal-documents/pre-commit.md	pre-commit.md	md		Y	0	1966	2026-05-14	Resources/personal-documents
Resources/personal-documents/pre-merge-commit.md	pre-merge-commit.md	md		Y	0	709	2026-05-14	Resources/personal-documents
Resources/personal-documents/pre-push.md	pre-push.md	md		Y	0	1691	2026-05-14	Resources/personal-documents
Resources/personal-documents/pre-rebase.md	pre-rebase.md	md		Y	0	5335	2026-05-14	Resources/personal-documents
Resources/personal-documents/pre-receive.md	pre-receive.md	md		Y	0	838	2026-05-14	Resources/personal-documents
Resources/personal-documents/prepare-commit-msg.md	prepare-commit-msg.md	md		Y	0	1818	2026-05-14	Resources/personal-documents
Resources/personal-documents/push-to-checkout.md	push-to-checkout.md	md		Y	0	3141	2026-05-14	Resources/personal-documents
Resources/personal-documents/sendemail-validate.md	sendemail-validate.md	md		Y	0	2669	2026-05-14	Resources/personal-documents
Resources/personal-documents/sipoc.md	sipoc.md	md		Y	3	195	2026-05-14	Resources/personal-documents
Resources/personal-documents/stash.md	stash.md	md		Y	0	282	2026-05-14	Resources/personal-documents
Resources/personal-documents/thomas2-2.md	thomas2-2.md	md		Y	0	217	2026-05-14	Resources/personal-documents
Resources/personal-documents/thomas2.md	thomas2.md	md		Y	0	213	2026-05-14	Resources/personal-documents
Resources/personal-documents/update.md	update.md	md		Y	0	4038	2026-05-14	Resources/personal-documents
Resources/personal-documents/verklaring-herkomst-gelden--thomas-wielinga.md	verklaring-herkomst-gelden--thomas-wielinga.md	md		Y	0	307	2026-05-14	Resources/personal-documents
Resources/personal-documents/xenodochial-herschel-f39d97.md	xenodochial-herschel-f39d97.md	md		Y	0	693	2026-05-14	Resources/personal-documents
Resources/personal-documents/yahoo-finance-price-provider.md	yahoo-finance-price-provider.md	md		Y	0	3030	2026-05-14	Resources/personal-documents
Resources/personal-documents/_index.md	_index.md	md		N	36	443	2026-05-14	Resources/personal-documents
Resources/Reference/2024-05-07-layout-chapter-4.md	2024-05-07-layout-chapter-4.md	md	2024-05-07	Y	0	1843	2026-05-14	Resources/Reference
Resources/Reference/2024-05-16-chapter-42.md	2024-05-16-chapter-42.md	md	2024-05-16	Y	0	3525	2026-05-14	Resources/Reference
Resources/Reference/2024-05-16-chapter-45.md	2024-05-16-chapter-45.md	md	2024-05-16	Y	0	3672	2026-05-14	Resources/Reference
Resources/Reference/2024-05-16-chapter-48.md	2024-05-16-chapter-48.md	md	2024-05-16	Y	0	5694	2026-05-14	Resources/Reference
Resources/Reference/2024-05-24-chapter-6-to-print-or-not-to-print-that-is-the-question.md	2024-05-24-chapter-6-to-print-or-not-to-print-that-is-the-question.md	md	2024-05-24	Y	0	15762	2026-05-14	Resources/Reference
Resources/Reference/2024-05-28-blh-chapter-1.md	2024-05-28-blh-chapter-1.md	md	2024-05-28	Y	0	3424	2026-05-14	Resources/Reference
Resources/Reference/2024-05-28-blh-chapter-4-and-5.md	2024-05-28-blh-chapter-4-and-5.md	md	2024-05-28	Y	0	57819	2026-05-14	Resources/Reference
Resources/Reference/2024-05-28-blh-chatper-4-and-5-results.md	2024-05-28-blh-chatper-4-and-5-results.md	md	2024-05-28	Y	0	57835	2026-05-14	Resources/Reference
Resources/Reference/2024-07-01-text-blh-x-hmsm.md	2024-07-01-text-blh-x-hmsm.md	md	2024-07-01	Y	0	4510	2026-05-14	Resources/Reference
Resources/Reference/2025-10-29-the-ultimate-management-consulting-presentation-template.md	2025-10-29-the-ultimate-management-consulting-presentation-template.md	md	2025-10-29	Y	0	7824	2026-05-14	Resources/Reference
Resources/Reference/2026-04-05-general.md	2026-04-05-general.md	md	2026-04-05	Y	0	201	2026-05-14	Resources/Reference
Resources/Reference/2026-04-11-portfolio-strategy.md	2026-04-11-portfolio-strategy.md	md	2026-04-11	Y	0	3998	2026-05-14	Resources/Reference
Resources/Reference/2026-04-15-prd-writing.md	2026-04-15-prd-writing.md	md	2026-04-15	Y	0	23269	2026-05-14	Resources/Reference
Resources/Reference/2026-04-15-two-file-prd-authoring-plan.md	2026-04-15-two-file-prd-authoring-plan.md	md	2026-04-15	Y	0	10129	2026-05-14	Resources/Reference
Resources/Reference/2026-05-06-index.md	2026-05-06-index.md	md	2026-05-06	Y	0	228	2026-05-14	Resources/Reference
Resources/Reference/2026-05-08-ofl.md	2026-05-08-ofl.md	md	2026-05-08	Y	0	4675	2026-05-14	Resources/Reference
Resources/Reference/2026-05-08-readme.md	2026-05-08-readme.md	md	2026-05-08	Y	0	2976	2026-05-14	Resources/Reference
Resources/Reference/AI Tools Guide.md	AI Tools Guide.md	md		Y	2	7921	2026-05-10	Resources/Reference
Resources/Reference/Banqueting Assignment.md	Banqueting Assignment.md	md		Y	0	11391	2026-05-10	Resources/Reference
Resources/Reference/Because I Wanted to be Divine.md	Because I Wanted to be Divine.md	md		Y	0	24028	2026-05-10	Resources/Reference
Resources/Reference/Boys Academic Decline Analysis.md	Boys Academic Decline Analysis.md	md		Y	0	34081	2026-05-10	Resources/Reference
Resources/Reference/Branding Prompts Framework.md	Branding Prompts Framework.md	md		Y	0	4638	2026-05-10	Resources/Reference
Resources/Reference/BRM Week 2 Presentation.md	BRM Week 2 Presentation.md	md		Y	0	1381	2026-05-10	Resources/Reference
Resources/Reference/Cases.md	Cases.md	md		Y	0	27114	2026-05-10	Resources/Reference
Resources/Reference/ChatGPT Co-Founder Framework.md	ChatGPT Co-Founder Framework.md	md		Y	0	5850	2026-05-10	Resources/Reference
Resources/Reference/ChatGPT Thought Partner Doc.md	ChatGPT Thought Partner Doc.md	md		Y	0	7847	2026-05-10	Resources/Reference
Resources/Reference/Cocktail Description.md	Cocktail Description.md	md		Y	0	3409	2026-05-10	Resources/Reference
Resources/Reference/Competitors Prompt.md	Competitors Prompt.md	md		Y	0	1794	2026-05-10	Resources/Reference
Resources/Reference/Concept MECC.md	Concept MECC.md	md		Y	0	683	2026-05-10	Resources/Reference
Resources/Reference/Current Copy.md	Current Copy.md	md		Y	0	13971	2026-05-10	Resources/Reference
Resources/Reference/Deep Research Framework.md	Deep Research Framework.md	md		Y	2	3647	2026-05-10	Resources/Reference
Resources/Reference/Democracy UK Essay.md	Democracy UK Essay.md	md		Y	0	7382	2026-05-10	Resources/Reference
Resources/Reference/Essay Thomas Wielinga.md	Essay Thomas Wielinga.md	md		Y	0	3275	2026-05-10	Resources/Reference
Resources/Reference/Excel File Part 2.md	Excel File Part 2.md	md		Y	0	3990	2026-05-10	Resources/Reference
Resources/Reference/File 001.md	File 001.md	md		Y	0	1047	2026-05-10	Resources/Reference
Resources/Reference/Final Event Doc.md	Final Event Doc.md	md		Y	0	60173	2026-05-10	Resources/Reference
Resources/Reference/Founder ShakeItAtHome.md	Founder ShakeItAtHome.md	md		Y	0	1974	2026-05-10	Resources/Reference
Resources/Reference/Gastronomic Lunch.md	Gastronomic Lunch.md	md		Y	0	414825	2026-05-10	Resources/Reference
Resources/Reference/GEW Report.md	GEW Report.md	md		Y	0	250032	2026-05-10	Resources/Reference
Resources/Reference/Go Explore Preparation.md	Go Explore Preparation.md	md		Y	0	1952102	2026-05-10	Resources/Reference
Resources/Reference/HB RDM.md	HB RDM.md	md		Y	0	67241	2026-05-10	Resources/Reference
Resources/Reference/HOTS Strategic Business Plan.md	HOTS Strategic Business Plan.md	md		Y	0	244120	2026-05-10	Resources/Reference
Resources/Reference/How to Create Brand with AI.md	How to Create Brand with AI.md	md		Y	0	15522	2026-05-10	Resources/Reference
Resources/Reference/Info Sources.md	Info Sources.md	md		Y	0	1727	2026-05-10	Resources/Reference
Resources/Reference/Informatica Learning Goals.md	Informatica Learning Goals.md	md		Y	0	12205	2026-05-10	Resources/Reference
Resources/Reference/Interview Framework Template.md	Interview Framework Template.md	md		Y	0	17001	2026-05-10	Resources/Reference
Resources/Reference/IRD Menu.md	IRD Menu.md	md		Y	0	19035	2026-05-10	Resources/Reference
Resources/Reference/Letter to Mr Smits.md	Letter to Mr Smits.md	md		Y	0	3612	2026-05-10	Resources/Reference
Resources/Reference/Luuk PWS.md	Luuk PWS.md	md		Y	0	16638	2026-05-10	Resources/Reference
Resources/Reference/Luuk Sources.md	Luuk Sources.md	md		Y	0	975	2026-05-10	Resources/Reference
Resources/Reference/Market Size Prompt.md	Market Size Prompt.md	md		Y	0	3351	2026-05-10	Resources/Reference
Resources/Reference/Menu.md	Menu.md	md		Y	0	2060	2026-05-10	Resources/Reference
Resources/Reference/PBL.md	PBL.md	md		Y	0	103721	2026-05-10	Resources/Reference
Resources/Reference/Pitch Deck Framework.md	Pitch Deck Framework.md	md		Y	2	7010	2026-05-10	Resources/Reference
Resources/Reference/Shake Build It.md	Shake Build It.md	md		Y	0	681	2026-05-10	Resources/Reference
Resources/Reference/Short Stories.md	Short Stories.md	md		Y	0	3338	2026-05-10	Resources/Reference
Resources/Reference/Skills Lab.md	Skills Lab.md	md		Y	0	878705	2026-05-10	Resources/Reference
Resources/Reference/Spanish M4.md	Spanish M4.md	md		Y	0	548833	2026-05-10	Resources/Reference
Resources/Reference/Startups CSR Essay.md	Startups CSR Essay.md	md		Y	0	15998	2026-05-10	Resources/Reference
Resources/Reference/Stock Screener Hedge Fund.md	Stock Screener Hedge Fund.md	md		Y	0	99824	2026-05-10	Resources/Reference
Resources/Reference/Text BLH HMSM.md	Text BLH HMSM.md	md		Y	0	4719	2026-05-10	Resources/Reference
Resources/Reference/Untitled Document 2.md	Untitled Document 2.md	md		Y	0	3335	2026-05-10	Resources/Reference
Resources/Reference/Untitled Document.md	Untitled Document.md	md		Y	0	13991	2026-05-10	Resources/Reference
Resources/Reference/Vacation Day Plan 2025.md	Vacation Day Plan 2025.md	md		Y	0	2195	2026-05-10	Resources/Reference
Resources/Reference/Wine List.md	Wine List.md	md		Y	0	2229	2026-05-10	Resources/Reference
Resources/Reference/Zapier Automations Giveaway.md	Zapier Automations Giveaway.md	md		Y	0	1167	2026-05-10	Resources/Reference
Resources/Reference/_index.md	_index.md	md		N	36	2867	2026-05-14	Resources/Reference
Resources/Templates/daily.md	daily.md	md		Y	1	442	2026-05-14	Resources/Templates
Resources/Templates/_index.md	_index.md	md		Y	36	311	2026-05-14	Resources/Templates
Resources/work/2022-06-12-m6-marketing-workshop-12-the-microenvironment.md	2022-06-12-m6-marketing-workshop-12-the-microenvironment.md	md	2022-06-12	Y	0	3830	2026-05-14	Resources/work
Resources/work/2022-06-12-m6-marketing-workshop-32-product-differentiation-and.md	2022-06-12-m6-marketing-workshop-32-product-differentiation-and.md	md	2022-06-12	Y	0	3812	2026-05-14	Resources/work
Resources/work/2022-06-12-m6-marketing-workshop-52-next-step-review-analysis.md	2022-06-12-m6-marketing-workshop-52-next-step-review-analysis.md	md	2022-06-12	Y	0	4222	2026-05-14	Resources/work
Resources/work/2022-06-12-m6-marketing-workshop-61-promotion-communicating-customer.md	2022-06-12-m6-marketing-workshop-61-promotion-communicating-customer.md	md	2022-06-12	Y	0	5242	2026-05-14	Resources/work
Resources/work/2023-02-13-homework-professional-writing-thomas-wielinga.md	2023-02-13-homework-professional-writing-thomas-wielinga.md	md	2023-02-13	Y	0	1860	2026-05-14	Resources/work
Resources/work/2023-02-22-m9-business-process-analysis-penta-wiesbadendocx.md	2023-02-22-m9-business-process-analysis-penta-wiesbadendocx.md	md	2023-02-22	Y	0	577	2026-05-14	Resources/work
Resources/work/2023-03-12-competingvaluesframeworkquestionnaire.md	2023-03-12-competingvaluesframeworkquestionnaire.md	md	2023-03-12	Y	0	17167	2026-05-14	Resources/work
Resources/work/2023-03-12-workshop-coaching-as-a-leadership-style.md	2023-03-12-workshop-coaching-as-a-leadership-style.md	md	2023-03-12	Y	0	2697	2026-05-14	Resources/work
Resources/work/2023-09-16-academic-workloads-what-does-a-manager-need-to-consider.md	2023-09-16-academic-workloads-what-does-a-manager-need-to-consider.md	md	2023-09-16	Y	0	59088	2026-05-14	Resources/work
Resources/work/2023-09-22-outline-paper-csr-and-re-in-the-tbl-framework.md	2023-09-22-outline-paper-csr-and-re-in-the-tbl-framework.md	md	2023-09-22	Y	0	3549	2026-05-14	Resources/work
Resources/work/2023-11-18-neely-business-performance-measurement.md	2023-11-18-neely-business-performance-measurement.md	md	2023-11-18	Y	0	1294604	2026-05-14	Resources/work
Resources/work/2023-12-13-neely-business-performance-measurement.md	2023-12-13-neely-business-performance-measurement.md	md	2023-12-13	Y	0	1017418	2026-05-14	Resources/work
Resources/work/2023-12-29-fisher-et-al-2003-budget-based-contracts-budget-levels-and.md	2023-12-29-fisher-et-al-2003-budget-based-contracts-budget-levels-and.md	md	2023-12-29	Y	0	87868	2026-05-14	Resources/work
Resources/work/2024-01-06-gkms-ms-budgeting-psychological-contracts-and-budgetary.md	2024-01-06-gkms-ms-budgeting-psychological-contracts-and-budgetary.md	md	2024-01-06	Y	0	122676	2026-05-14	Resources/work
